N,P,K,temperature,humidity,ph,fertilizers
66,57,39,38.38231475,93.10378595,6.985804083,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
33,62,66,42.93605359,90.09448142,6.612429546,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
35,56,43,25.65492304,92.74501561,6.813383387,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
30,31,49,37.58899717,91.99740365,6.9677596,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
62,32,66,29.60718808,93.15642801,6.57398033,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
65,56,41,25.34756111,93.02871078,6.803094965,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
54,61,64,25.9300384,93.02357765,6.964955435,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
45,37,57,32.76795887,94.57377401,6.764213299,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
39,58,64,29.02328049,90.20396783,6.617703178,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
47,41,54,40.00439101,90.17015833,6.52711001,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
35,33,37,33.32315744,91.25271223,6.709668804,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
70,34,30,31.22790131,94.94021378,6.620729882,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
69,43,53,26.68386496,92.9585411,6.583760499,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
63,57,39,24.70528368,90.14732171,6.676407337,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
53,66,67,38.2016825,93.97379963,6.751298936,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
31,35,43,36.56769731,93.79503425,6.867554147,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
35,31,38,26.05375792,93.69111672,6.742490027,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
53,53,50,31.29986342,92.76039164,6.986228647,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
52,60,43,40.10207731,94.35110201,6.979102243,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
60,48,69,38.58954491,91.58076549,6.825664782,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
56,66,34,41.31330062,91.1508798,6.617066674,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
52,44,38,37.03551903,91.79430166,6.551892638,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
41,55,44,23.0124018,91.07355541,6.598860305,"Add N-P-K at the ratio of 250:250:500 kg per hectare every year, use subsurface drip irrigation for better yield (increases by 10%)."
28,16,25,26.7627493,92.86056895,6.420018717,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
10,-3,34,25.61294367,94.3138837,5.740054567,"Low N-P-K: Add Urea Fertilizer, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
19,30,25,28.130115,95.64807631,5.686972967,"Low N-P-K: Add N-Primer Nitrogen Supplement, Superphosphate (OSP), Potassium tetrafluoroborate"
27,9,25,25.02887163,91.53720922,6.293662363,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium-magnesium sulfate "
10,29,25,27.79797651,99.64573002,6.381975465,"Low N-P-K: Add Ammonium Sulfate, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
23,-7,23,29.25902906,95.11294697,5.542169139,"Low N-P-K: Add N-Primer Nitrogen Supplement,Concentrated Superphosphate (CSP), Potassium tetrafluoroborate"
13,12,44,27.10134661,93.69979946,5.551963184,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium peroxodisulfate"
30,21,38,25.84726298,90.92669463,5.860740481,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium nitrate"
9,-6,27,26.58580443,90.98617591,5.558807063,"Low N-P-K: Add Urea, Concentrated Superphosphate (CSP), Potassium tetrafluoroborate"
21,7,44,28.38503882,99.18843684,5.55771171,"Low N-P-K: Add N-Primer Nitrogen Supplement, Rock Phosphate, Potassium cyanate"
32,0,29,28.43647052,91.81320717,5.568365926,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium hydrogenfluoride"
9,15,12,28.27298134,96.93649473,6.07071786,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
7,-9,10,27.00648436,96.46168931,5.627860549,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
0,5,21,27.63551259,99.34854917,6.38488418,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
31,-4,43,26.29644905,99.65809151,5.685889066,"Low N-P-K: Urea, Superphosphate (OSP), Potassium tetrafluoroborate"
20,12,13,27.1326009,95.23797989,6.234458417,"Low N-P-K: AddEasy Peasy Urea Fertilizer, Ammonium Polyphosphate (APP),Potassium chloride"
10,30,40,25.56567803,97.61361544,6.443168642,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium magnesium sulfate"
30,11,24,25.94951662,93.40548703,5.842317989,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium peroxodisulfate"
33,16,47,28.03380598,95.01630593,5.955742971,"Low N-P-K: AddEasy Peasy Urea Fertilizer,Rock Phosphate, Potassium chloride"
36,-6,20,29.12859129,91.30924833,5.741367375,"Low N-P-K: Add Ammonium Sulfate, Ammonium Polyphosphate (APP), Potassium-magnesium sulfate "
37,30,50,27.0828252,97.00155491,5.948342571,"Low N-P-K: Add Urea,Rock Phosphate, Potassium peroxodisulfate"
23,11,45,28.11321494,90.01734526,6.387067562,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium thiocyanate"
10,-2,14,27.5136304,94.18955816,5.562911913,"Low N-P-K: AddAmmonium Sulfate, Diammonium Phosphate (DAP), Potassium nitrate"
30,-10,31,27.63834933,95.48763389,5.85971872,"Low N-P-K: Add Ammonium Sulfate, Concentrated Superphosphate (CSP), Potassium hydrogenfluoride"
7,12,41,29.01256899,94.01014388,6.282955073,"Low N-P-K: Add N-Primer Nitrogen Supplement,Superphosphate (OSP), Potassium acetate"
36,22,33,26.58413917,95.78923137,6.25449571,"Low N-P-K: Add Urea, Superphosphate (OSP), Potassium cyanate"
15,28,41,28.28905147,97.00396405,5.973853124,"Low N-P-K: Add N-Primer Nitrogen Supplement, Concentrated Superphosphate (CSP), Potassium tetrafluoroborate"
2,18,15,28.69164799,96.65248672,6.081568052,"Low N-P-K: Add Ammonium Sulfate, Diammonium Phosphate (DAP), Potassium hydrogenfluoride"
16,24,46,29.70931288,96.30484325,6.37466756,"Low N-P-K: Add Easy Peasy Urea, Ammonium Polyphosphate (APP), Potassium hydrogenfluoride"
31,26,27,27.14865285,96.66355213,6.027707171,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
22,11,32,29.28725038,91.95614918,5.868285082,"Low N-P-K: Add N-Primer Nitrogen Supplement, Rock Phosphate, Potassium cyanate"
1,5,29,25.06871967,93.31410447,6.205931638,"Low N-P-K: Add Easy Peasy Urea, Ammonium Polyphosphate (APP), Potassium acetate"
26,4,32,26.92449525,91.20106019,5.570745386,"Low N-P-K: Add Ammonium Sulfate, Superphosphate (OSP), Potassium hydrogenfluoride"
34,5,33,28.27804288,93.64761266,6.095261013,"Low N-P-K: Add N-Primer Nitrogen Supplement, Superphosphate (OSP), Potassium nitrate"
36,-5,16,29.18032562,92.73041222,6.025789594,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium thiocyanate"
4,14,37,28.3575072,91.64509299,5.542873799,"Low N-P-K: Add Urea, Diammonium Phosphate (DAP), Potassium peroxodisulfate"
27,29,49,29.38072512,93.27565685,6.366219551,"Low N-P-K: Add Ammonium Sulfate, Ammonium Polyphosphate (APP), Potassium-magnesium sulfate "
9,1,46,25.39241091,98.08951196,5.579845008,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium chloride"
22,-3,38,26.31270635,98.62048026,5.804965067,"Low N-P-K: Add Ammonium Sulfate, Rock Phosphate, Potassium tetrafluoroborate"
38,-7,16,29.52501367,91.91185319,6.121005506,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
20,5,43,28.83214859,92.17170353,6.000248647,"Low N-P-K: Add Urea Fertilizer, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
40,19,17,28.48444906,97.76865458,5.820978791,"Low N-P-K: Add N-Primer Nitrogen Supplement, Superphosphate (OSP), Potassium tetrafluoroborate"
24,0,16,28.74013335,93.39676499,5.620733794,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium-magnesium sulfate "
10,27,41,25.00872392,95.59224018,6.001936419,"Low N-P-K: Add Ammonium Sulfate, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
4,0,39,29.8690834,91.14723422,6.305740522,"Low N-P-K: Add N-Primer Nitrogen Supplement,Concentrated Superphosphate (CSP), Potassium tetrafluoroborate"
27,8,32,27.54273211,94.59086121,6.362544111,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium peroxodisulfate"
35,24,46,26.52166434,98.38227669,5.588655387,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium nitrate"
21,-8,19,25.03512351,95.89739958,6.182232762,"Low N-P-K: Add Urea, Concentrated Superphosphate (CSP), Potassium tetrafluoroborate"
33,25,40,29.20394909,95.66997327,5.959493188,"Low N-P-K: Add N-Primer Nitrogen Supplement, Rock Phosphate, Potassium cyanate"
11,22,48,27.05826457,91.10510371,5.677282678,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium hydrogenfluoride"
6,19,13,26.18552389,96.96637916,5.612122797,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
17,-2,49,27.59376845,92.48519606,6.206077742,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
24,-6,31,25.76011662,94.65830608,5.764812076,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
18,6,41,28.87862994,95.11320315,6.203376525,"Low N-P-K: Urea, Superphosphate (OSP), Potassium tetrafluoroborate"
1,1,16,26.50908611,94.48414544,6.143662699,"Low N-P-K: Add Easy Peasy Urea Fertilizer, Ammonium Polyphosphate (APP),Potassium chloride"
13,8,11,26.87037587,91.72546257,6.100429497,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium magnesium sulfate"
15,-8,33,27.57283516,94.90485697,5.708409601,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium peroxodisulfate"
33,-9,43,28.05912437,98.3670985,5.868255858,"Low N-P-K: AddEasy Peasy Urea Fertilizer,Rock Phosphate, Potassium chloride"
35,-5,45,29.51611558,92.56492864,6.461225827,"Low N-P-K: Add Ammonium Sulfate, Ammonium Polyphosphate (APP), Potassium-magnesium sulfate "
2,5,21,28.96318258,95.16333673,6.165084855,"Low N-P-K: Add Urea,Rock Phosphate, Potassium peroxodisulfate"
18,19,43,25.09897688,92.36099489,6.047044342,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium thiocyanate"
15,30,43,27.1872282,92.19906776,6.137102505,"Low N-P-K: AddAmmonium Sulfate, Diammonium Phosphate (DAP), Potassium nitrate"
33,-7,17,29.03065024,90.79093862,5.894027065,"Low N-P-K: Add Ammonium Sulfate, Concentrated Superphosphate (CSP), Potassium hydrogenfluoride"
14,13,39,27.754298,95.94643831,5.56222383,"Low N-P-K: Add N-Primer Nitrogen Supplement,Superphosphate (OSP), Potassium acetate"
29,4,11,27.31155708,99.96906006,5.832608028,"Low N-P-K: Add Urea, Superphosphate (OSP), Potassium cyanate"
26,-9,31,28.84270971,99.64328526,6.218571874,"Low N-P-K: Add N-Primer Nitrogen Supplement, Concentrated Superphosphate (CSP), Potassium tetrafluoroborate"
23,22,26,26.61423461,96.97300803,6.142010637,"Low N-P-K: Add Ammonium Sulfate, Diammonium Phosphate (DAP), Potassium hydrogenfluoride"
28,6,28,29.70143197,95.65754365,6.078807239,"Low N-P-K: Add Easy Peasy Urea, Ammonium Polyphosphate (APP), Potassium hydrogenfluoride"
27,25,29,25.54759871,91.64194826,5.702484758,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
5,12,24,26.37978453,91.49882979,5.547594847,"Low N-P-K: Add N-Primer Nitrogen Supplement, Rock Phosphate, Potassium cyanate"
32,20,36,27.45907759,92.90736493,5.836075368,"Low N-P-K: Add Easy Peasy Urea, Ammonium Polyphosphate (APP), Potassium acetate"
10,-3,21,27.02269204,95.71935435,6.231662767,"Low N-P-K: Add Ammonium Sulfate, Superphosphate (OSP), Potassium hydrogenfluoride"
18,8,31,28.98545306,90.73966792,5.718120393,"Low N-P-K: Add N-Primer Nitrogen Supplement, Superphosphate (OSP), Potassium nitrate"
13,-8,39,26.1055118,91.52421214,5.852038202,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium thiocyanate"
7,11,17,25.0707247,95.02156793,5.547933273,"Low N-P-K: Add Urea, Diammonium Phosphate (DAP), Potassium peroxodisulfate"
31,27,45,25.54963273,96.92786777,6.156259104,"Low N-P-K: Add Ammonium Sulfate, Ammonium Polyphosphate (APP), Potassium-magnesium sulfate "
11,25,10,28.56973521,95.67906668,6.436314406,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium chloride"
40,18,18,26.07010807,96.7036223,5.981169595,"Low N-P-K: Add Ammonium Sulfate, Rock Phosphate, Potassium tetrafluoroborate"
15,6,37,25.51791333,94.38420565,6.271952833,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium peroxodisulfate"
12,-8,19,25.9490364,94.73860514,6.470465614,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium nitrate"
13,-7,31,28.2974764,95.41122824,6.141502001,"Low N-P-K: Add Urea, Concentrated Superphosphate (CSP), Potassium tetrafluoroborate"
28,2,50,29.56549169,91.40896307,5.826381164,"Low N-P-K: Add N-Primer Nitrogen Supplement, Rock Phosphate, Potassium cyanate"
7,-7,36,29.69952329,95.21224392,6.342463714,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium hydrogenfluoride"
12,26,26,26.14162144,93.28415295,6.071897347,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
36,14,45,26.00175125,94.79998418,6.331051715,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
15,-3,37,27.15116142,91.48889469,6.413184638,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
30,22,11,28.97318719,98.09861043,5.50158009,"Low N-P-K: Add N-Primer Nitrogen Supplement, Rock Phosphate, Potassium cyanate"
18,12,11,26.13958446,96.38580769,6.338720873,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium hydrogenfluoride"
5,26,41,25.51618488,94.33465411,6.015672239,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
8,8,25,27.55821802,99.98187601,5.735364307,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
31,18,40,27.81132822,97.48410555,6.465906333,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium tetrafluoroborate"
27,17,19,25.60033702,99.7240104,5.855457599,"Low N-P-K: Urea, Superphosphate (OSP), Potassium tetrafluoroborate"
20,7,22,26.91641934,99.84671638,6.318552973,"Low N-P-K: Add Easy Peasy Urea Fertilizer, Ammonium Polyphosphate (APP),Potassium chloride"
36,-3,46,29.1797902,90.27214288,6.006784979,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium magnesium sulfate"
6,11,14,26.44600063,98.29937782,6.008386283,"Low N-P-K: Add Urea, Ammonium Polyphosphate (APP), Potassium peroxodisulfate"
0,17,33,28.43572863,95.8840407,5.665785202,"Low N-P-K: Add Urea, Diammonium Phosphate (DAP), Potassium peroxodisulfate"
21,-2,42,28.94099669,93.00109012,5.764615485,"Low N-P-K: Add Ammonium Sulfate, Ammonium Polyphosphate (APP), Potassium-magnesium sulfate "
36,-3,14,26.45488737,93.45042636,5.901495544,"Low N-P-K: Add N-Primer Nitrogen Supplement, Diammonium Phosphate (DAP), Potassium chloride"
10,5,36,25.79490531,93.84150618,5.779032666,"Low N-P-K: Add Ammonium Sulfate, Rock Phosphate, Potassium tetrafluoroborate"
20,2,32,26.93141945,98.80313612,5.67154928,"Low N-P-K: Add N-Primer Nitrogen Supplement, Ammonium Polyphosphate (APP), Potassium peroxodisulfate"
116,27,33,24.40228894,79.19732001,7.231324765,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
139,58,1,23.09595631,84.86275707,6.925412377,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
136,52,16,23.9656349,76.97696717,7.633437412,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
102,26,20,24.88738107,75.62137159,6.827354668,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
137,60,19,25.36243778,83.63276077,6.176716425,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
101,38,0,24.69457084,81.7358876,6.628722836,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
130,36,25,25.0017188,80.53965818,7.256877571,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
135,28,27,22.45942937,81.30681027,6.443785385,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
134,51,0,23.60564038,79.29573149,7.723240151,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
138,30,29,24.58453146,79.12404171,5.947448589,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
122,26,17,23.0865933,83.55546146,7.227745516,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
136,31,18,23.5000992,83.63488952,6.219469084,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
133,29,2,24.1472953,75.88298598,6.021439523,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
136,44,2,24.69315538,84.84422454,6.253343655,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
111,20,5,24.484692,84.44932014,6.187455799,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
103,55,33,24.49112609,82.24415809,7.057693366,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
105,27,38,23.47986888,81.73049149,6.720449769,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
106,60,8,24.18586246,76.04203958,6.431689506,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
110,58,25,25.00755095,78.17952126,7.453106264,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
129,26,2,25.99237426,77.0543546,7.368258226,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
136,44,31,23.66457347,81.69105088,7.352401887,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
140,41,20,25.66891439,81.38103349,6.652143699,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
109,26,14,22.04612876,84.62978302,6.144631795,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
101,52,21,22.4204752,84.55794703,7.318802162,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
133,50,9,25.03149561,82.21276599,7.954629324,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
107,46,0,23.53371386,77.21705554,6.207652157,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
101,52,27,22.77076388,82.5993307,6.631005298,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
118,23,10,25.49848236,79.9751579,7.306918817,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
135,54,17,25.248679,83.4630147,5.898293044,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
107,38,8,22.78249615,77.51235009,7.238566893,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
127,52,35,23.37044424,77.43198948,7.977651226,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
101,28,7,24.86560781,78.22080815,5.983075895,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
114,57,36,24.14386157,84.51591287,6.785723961,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
111,45,18,25.03300222,79.04368718,7.393441155,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
110,31,22,23.65724079,84.47601498,6.486068274,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
129,42,37,25.54359718,84.09229796,7.175934962,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
100,53,13,22.00085141,79.47270984,7.388265888,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
138,58,17,23.64328417,78.1258666,6.10539819,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
139,33,31,23.96436009,78.02763149,6.419536555,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
123,32,39,24.65425757,75.6350708,6.307585854,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
119,51,13,24.3017998,84.87668973,6.93221485,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
110,36,3,24.29144926,81.02453404,7.810865753,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
114,56,37,24.29470232,84.61527627,6.527541661,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
125,25,5,25.72180042,81.19666206,7.569454601,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
129,36,4,24.87663664,76.30050373,7.041065585,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
112,30,1,22.60612115,77.34264002,7.208795456,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
133,42,6,23.86814008,75.68339729,6.814341946,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
133,21,30,23.41022496,76.43836957,7.442217061,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
103,31,10,24.96440768,81.31677618,6.854558957,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
